Sample ID;COI-5P Seq. Length;OTU;Life Stage;Types;Genus;Species;Collectors;Collection Date;Country/Ocean;Sector;Exact Site;Exact Site 2;Lat;Lon;Elev;Habitat;Microhabitat;Sampling Protocol;Site Code;Collection Event ID;Microhabitat 2
EW-MI15-0046;644[0n];OTU#026;cocoon;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;heliconia forest near plateau forest at base camp;2.23068;-54.4494;351;heliconia forest;in the soil;Qualitative sampling in soil;MI15-0582;Balisiers_SOIL;Soil
EW-MI15-0047;658[0n];OTU#026;cocoon;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;heliconia forest near plateau forest at base camp;2.23068;-54.4494;351;heliconia forest;in the soil;Qualitative sampling in soil;MI15-0582;Balisiers_SOIL;Soil
EW-MI15-0048;653[0n];OTU#026;cocoon;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;heliconia forest near plateau forest at base camp;2.23068;-54.4494;351;heliconia forest;in the soil;Qualitative sampling in soil;MI15-0582;Balisiers_SOIL;Soil
EW-MI15-0050;593[0n];OTU#026;cocoon;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;heliconia forest near plateau forest at base camp;2.23068;-54.4494;351;heliconia forest;in the soil;Qualitative sampling in soil;MI15-0582;Balisiers_SOIL;Soil
EW-MI15-0076;632[0n];OTU#026;cocoon;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project C trail;2.235;-54.445;377;slope forest;in the soil;Soil hand sorting (TSBF);MI15-0560;LayonC_PEN_TSBF3;Soil
EW-MI15-0217;658[0n];OTU#026;cocoon;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project A trail;2.238;-54.452;344;slope forest;in the soil;Qualitative sampling in soil;MI15-0571;LayonA_PEN_SOIL;Soil
EW-MI15-0355;658[0n];OTU#026;cocoon;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest # 1 Sommet en Cloche Inselberg;2.23183;-54.4609;401;inselberg transition forest;in the soil;Qualitative sampling in soil;MI15-0593;Cloche_FT1_SOIL;Soil
EW-MI15-0370;658[0n];OTU#026;Fragment;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest at base camp;2.23398;-54.4503;331;plateau forest;in the soil;Qualitative sampling in soil;MI15-Camp;Camp_SOIL;Soil
EW-MI15-0041;641[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;heliconia forest near plateau forest at base camp;2.23068;-54.4494;351;heliconia forest;in the soil;Qualitative sampling in soil;MI15-0582;Balisiers_SOIL;Soil
EW-MI15-0042;643[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;heliconia forest near plateau forest at base camp;2.23068;-54.4494;351;heliconia forest;in the soil;Qualitative sampling in soil;MI15-0582;Balisiers_SOIL;Soil
EW-MI15-0043;641[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;heliconia forest near plateau forest at base camp;2.23068;-54.4494;351;heliconia forest;in the soil;Qualitative sampling in soil;MI15-0582;Balisiers_SOIL;Soil
EW-MI15-0044;658[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;heliconia forest near plateau forest at base camp;2.23068;-54.4494;351;heliconia forest;in the soil;Qualitative sampling in soil;MI15-0582;Balisiers_SOIL;Soil
EW-MI15-0045;658[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;heliconia forest near plateau forest at base camp;2.23068;-54.4494;351;heliconia forest;in the soil;Qualitative sampling in soil;MI15-0582;Balisiers_SOIL;Soil
EW-MI15-0055;641[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project C trail;2.235;-54.445;377;slope forest;in the soil;Qualitative sampling in soil;MI15-0561;LayonC_PEN_SOIL;Soil
EW-MI15-0056;641[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project C trail;2.235;-54.445;377;slope forest;in the soil;Qualitative sampling in soil;MI15-0561;LayonC_PEN_SOIL;Soil
EW-MI15-0057;641[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project C trail;2.235;-54.445;377;slope forest;in the soil;Qualitative sampling in soil;MI15-0561;LayonC_PEN_SOIL;Soil
EW-MI15-0062;658[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project C trail;2.235;-54.445;377;slope forest;in the soil;Soil hand sorting (TSBF);MI15-0558;LayonC_PEN_TSBF1;Soil
EW-MI15-0063;658[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project C trail;2.235;-54.445;377;slope forest;in the soil;Soil hand sorting (TSBF);MI15-0558;LayonC_PEN_TSBF1;Soil
EW-MI15-0064;658[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project C trail;2.235;-54.445;377;slope forest;in the soil;Soil hand sorting (TSBF);MI15-0558;LayonC_PEN_TSBF1;Soil
EW-MI15-0065;653[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project C trail;2.235;-54.445;377;slope forest;in the soil;Soil hand sorting (TSBF);MI15-0558;LayonC_PEN_TSBF1;Soil
EW-MI15-0072;658[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project C trail;2.235;-54.445;377;slope forest;in the soil;Soil hand sorting (TSBF);MI15-0560;LayonC_PEN_TSBF3;Soil
EW-MI15-0073;637[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project C trail;2.235;-54.445;377;slope forest;in the soil;Soil hand sorting (TSBF);MI15-0560;LayonC_PEN_TSBF3;Soil
EW-MI15-0074;641[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project C trail;2.235;-54.445;377;slope forest;in the soil;Soil hand sorting (TSBF);MI15-0560;LayonC_PEN_TSBF3;Soil
EW-MI15-0091;641[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project A trail;2.244;-54.459;371;plateau forest;in the soil;Qualitative sampling in soil;MI15-0576;LayonA_PLA_SOIL;Soil
EW-MI15-0118;621[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest # 2 Sommet en Cloche Inselberg;2.23309;-54.4596;395;inselberg transition forest;in the soil;Qualitative sampling in soil;MI15-FT3;Cloche_FT3_SOIL;Soil
EW-MI15-0120;658[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest # 2 Sommet en Cloche Inselberg;2.23309;-54.4596;395;inselberg transition forest;in the soil;Qualitative sampling in soil;MI15-FT3;Cloche_FT3_SOIL;Soil
EW-MI15-0150;658[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;rocky savannah #1 on Sommet en Cloche  Inselberg;2.22795;-54.4672;623;inselberg rocky savannah;in leaf litter;Qualitative sampling in leaf litter;MI15-0580;Cloche_SR1_LITTER;Litter
EW-MI15-0188;658[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;lowland forest on DIADEMA project D trail;2.233;-54.452;318;lowland forest;in the soil;Qualitative sampling in soil;MI15-0546;LayonD_BF_SOIL;Soil
EW-MI15-0189;658[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;lowland forest on DIADEMA project D trail;2.233;-54.452;318;lowland forest;in the soil;Qualitative sampling in soil;MI15-0546;LayonD_BF_SOIL;Soil
EW-MI15-0190;649[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;lowland forest on DIADEMA project D trail;2.233;-54.452;318;lowland forest;in the soil;Qualitative sampling in soil;MI15-0546;LayonD_BF_SOIL;Soil
EW-MI15-0191;624[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;lowland forest on DIADEMA project D trail;2.233;-54.452;318;lowland forest;in the soil;Qualitative sampling in soil;MI15-0546;LayonD_BF_SOIL;Soil
EW-MI15-0192;658[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;lowland forest on DIADEMA project D trail;2.233;-54.452;318;lowland forest;in the soil;Qualitative sampling in soil;MI15-0546;LayonD_BF_SOIL;Soil
EW-MI15-0223;629[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;hilltop forest on Borne 1 Inselberg;2.20976;-54.4369;600;inselberg hilltop forest;in the soil;Qualitative sampling in soil;MI15-599;Borne1_FS2_SOIL;Soil
EW-MI15-0255;658[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project D trail;2.228;-54.454;339;slope forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0552;LayonD_PEN_TRUNK;Trunks
EW-MI15-0256;658[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project D trail;2.228;-54.454;339;slope forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0552;LayonD_PEN_TRUNK;Trunks
EW-MI15-0257;658[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project D trail;2.228;-54.454;339;slope forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0552;LayonD_PEN_TRUNK;Trunks
EW-MI15-0272;658[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project D trail;2.228;-54.454;339;slope forest;in the soil;Qualitative sampling in soil;MI15-0551;LayonD_PEN_SOIL;Soil
EW-MI15-0274;658[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project D trail;2.228;-54.454;339;slope forest;in the soil;Qualitative sampling in soil;MI15-0551;LayonD_PEN_SOIL;Soil
EW-MI15-0275;621[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project D trail;2.228;-54.454;339;slope forest;in the soil;Qualitative sampling in soil;MI15-0551;LayonD_PEN_SOIL;Soil
EW-MI15-0277;658[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project D trail;2.228;-54.454;339;slope forest;in the soil;Soil hand sorting (TSBF);MI15-0548;LayonD_PEN_TSBF1;Soil
EW-MI15-0278;658[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project D trail;2.228;-54.454;339;slope forest;in the soil;Soil hand sorting (TSBF);MI15-0548;LayonD_PEN_TSBF1;Soil
EW-MI15-0279;641[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project D trail;2.228;-54.454;339;slope forest;in the soil;Soil hand sorting (TSBF);MI15-0549;LayonD_PEN_TSBF2;Soil
EW-MI15-0348;658[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest # 1 Sommet en Cloche Inselberg;2.23183;-54.4609;401;inselberg transition forest;in litter accumulation on granite rocks;Qualitative sampling on granite rocks;MI15-0592;Cloche_FT1_ROCK;Litter
EW-MI15-0349;658[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest # 1 Sommet en Cloche Inselberg;2.23183;-54.4609;401;inselberg transition forest;in litter accumulation on granite rocks;Qualitative sampling on granite rocks;MI15-0592;Cloche_FT1_ROCK;Litter
EW-MI15-0352;658[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest # 1 Sommet en Cloche Inselberg;2.23183;-54.4609;401;inselberg transition forest;in the soil;Qualitative sampling in soil;MI15-0593;Cloche_FT1_SOIL;Soil
EW-MI15-0353;658[0n];OTU#026;juvenile;Other;Pontoscolex;Pontoscolex corethrurus;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest # 1 Sommet en Cloche Inselberg;2.23183;-54.4609;401;inselberg transition forest;in the soil;Qualitative sampling in soil;MI15-0593;Cloche_FT1_SOIL;Soil
EW-MI15-0171;658[0n];OTU#046;Fragment;Other;Pontoscolex;Pontoscolex TD046;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;stream bank on DIADEMA project D trail;2.22398;-54.4557;316;Stream banks;in sands;Qualitative sampling in sands;MI15-D-CR;LayonD_HP_SAND;Soil
EW-MI15-0036;658[0n];OTU#073;juvenile;Other;Rhinodrilus;Rhinodrilus TD073;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;heliconia forest near plateau forest at base camp;2.23068;-54.4494;351;heliconia forest;in the soil;Qualitative sampling in soil;MI15-0582;Balisiers_SOIL;Soil
EW-MI15-0054;636[0n];OTU#073;juvenile;Other;Rhinodrilus;Rhinodrilus TD073;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project C trail;2.235;-54.445;377;slope forest;in the soil;Qualitative sampling in soil;MI15-0561;LayonC_PEN_SOIL;Soil
EW-MI15-0053;658[0n];OTU#075;juvenile;Other;Righiodrilus;Righiodrilus TD075;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;heliconia forest near plateau forest at base camp;2.23068;-54.4494;351;heliconia forest;in the soil;Qualitative sampling in soil;MI15-0582;Balisiers_SOIL;Soil
EW-MI15-0071;658[0n];OTU#075;juvenile;Other;Righiodrilus;Righiodrilus TD075;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project C trail;2.235;-54.445;377;slope forest;in the soil;Soil hand sorting (TSBF);MI15-0558;LayonC_PEN_TSBF1;Soil
EW-MI15-0078;658[0n];OTU#052;Adult;Holotype;Urobenus;Urobenus guianomeridionalis;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project C trail;2.235;-54.445;377;slope forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0562;LayonC_PEN_TRUNK;Trunks
EW-MI15-0019;658[0n];OTU#052;adult;Paratype;Urobenus;Urobenus guianomeridionalis;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project D trail;2.216;-54.457;381;plateau forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0542;LayonD_PLA_TRUNK;Trunks
EW-MI15-0084;658[0n];OTU#052;adult;Paratype;Urobenus;Urobenus guianomeridionalis;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project A trail;2.244;-54.459;371;plateau forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0577;LayonA_PLA_TRUNK;Trunks
EW-MI15-0218;658[0n];OTU#052;adult;Paratype;Urobenus;Urobenus guianomeridionalis;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;hilltop forest on Borne 1 Inselberg;2.20976;-54.4369;600;inselberg hilltop forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-600;Borne1_FS2_TRUNK;Trunks
EW-MI15-0219;658[0n];OTU#052;adult;Paratype;Urobenus;Urobenus guianomeridionalis;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;hilltop forest on Borne 1 Inselberg;2.20976;-54.4369;600;inselberg hilltop forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-600;Borne1_FS2_TRUNK;Trunks
EW-MI15-0106;658[0n];OTU#052;adult;Paratype;Urobenus;Urobenus guianomeridionalis;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;hilltop forest on Sommet en Cloche  Inselberg;2.22857;-54.4673;638;inselberg hilltop forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0581;Cloche_FS1_TRUNK;Trunks
EW-MI15-0262;658[0n];OTU#052;adult;Paratype;Urobenus;Urobenus guianomeridionalis;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;slope forest on DIADEMA project D trail;2.228;-54.454;339;slope forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0552;LayonD_PEN_TRUNK;Trunks
EW-MI15-0087;658[0n];OTU#052;juvenile;Other;Urobenus;Urobenus guianomeridionalis;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project A trail;2.244;-54.459;371;plateau forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0577;LayonA_PLA_TRUNK;Trunks
EW-MI15-0107;621[0n];OTU#052;juvenile;Other;Urobenus;Urobenus guianomeridionalis;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;hilltop forest on Sommet en Cloche  Inselberg;2.22857;-54.4673;638;inselberg hilltop forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0581;Cloche_FS1_TRUNK;Trunks
EW-MI15-0301;658[0n];OTU#052;juvenile;Other;Urobenus;Urobenus guianomeridionalis;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project C trail;2.233;-54.444;449;plateau forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0557;LayonC_PLA_TRUNK;Trunks
EW-MI15-0302;658[0n];OTU#052;juvenile;Other;Urobenus;Urobenus guianomeridionalis;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project C trail;2.233;-54.444;449;plateau forest;in decaying trunk;Qualitative sampling in decaying trunks;MI15-0557;LayonC_PLA_TRUNK;Trunks
EW-MI15-0342;658[0n];OTU#052;juvenile;Other;Urobenus;Urobenus guianomeridionalis;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest # 1 Sommet en Cloche Inselberg;2.23183;-54.4609;401;inselberg transition forest;in litter accumulation on granite rocks;Qualitative sampling on granite rocks;MI15-0592;Cloche_FT1_ROCK;Litter
EW-MI15-0343;658[0n];OTU#052;juvenile;Other;Urobenus;Urobenus guianomeridionalis;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;transition forest # 1 Sommet en Cloche Inselberg;2.23183;-54.4609;401;inselberg transition forest;in litter accumulation on granite rocks;Qualitative sampling on granite rocks;MI15-0592;Cloche_FT1_ROCK;Litter
EW-MI15-0088;641[0n];OTU#078;juvenile;Other;Wegeneriona;Wegeneriona TD078;T. Decaëns, E. Lapied;March 2015;French Guiana;Tumuc-Humacs;Mitaraka Massif;plateau forest on DIADEMA project A trail;2.244;-54.459;371;plateau forest;in epiphytes;Qualitative sampling in epiphytes;MI15-0578;LayonA_PLA_TREE;Trunks
